CPU   THREAD             VAL             ENA             RUN            TIME EVENT
 -1     4805         3253044        99763778         7772329       100404973 branches
 -1     4805          100154        99803705         7810910       100404973 branch-misses
 -1     4805           91607        99816231        10603025       100404973 cache-references
 -1     4805           57005        99831770        14601163       100404973 cache-misses
 -1     4805        33929789        99839132        15994819       100404973 cycles
 -1     4805        60730356        99867831        19994086       100404973 instructions
 -1     4805           21569        99875707        19997693       100404973 L1-dcache-load-misses
 -1     4805        21304144        99882186        19997833       100404973 L1-dcache-loads
 -1     4805              30        99895885        19999073       100404973 L1-dcache-prefetch-misses
 -1     4805           38855        99901690        19998551       100404973 L1-dcache-prefetches
 -1     4805            2490        99905915        15998305       100404973 L1-dcache-store-misses
 -1     4805         8503086        99909761        15998880       100404973 L1-dcache-stores
 -1     4805            1492        99913611        15999743       100404973 L1-icache-load-misses
 -1     4805        20147114        99917146        15999552       100404973 L1-icache-loads
 -1     4805              32        99926551        15999810       100404973 LLC-load-misses
 -1     4805             209        99930891        15999440       100404973 LLC-loads
 -1     4805           24860        99934733        15997798       100404973 dTLB-load-misses
 -1     4805        18275589        99938680        15998220       100404973 dTLB-loads
 -1     4805              15        99948505        15997699       100404973 dTLB-store-misses
 -1     4805         6696682        99952868        15998124       100404973 dTLB-stores
 -1     4805               0        99956778        16000683       100404973 iTLB-load-misses
 -1     4805        62712748        99960656        15999487       100404973 iTLB-loads
 -1     4805         6244415        99969658        15999476       100404973 branch-load-misses
 -1     4805         7948321        99973943        16000688       100404973 branch-loads
 -1     4805               0        99978009        15998293       100404973 mem-loads
 -1     4805          268260        99983849        13386679       100404973 stalled-cycles-backend
 -1     4805         6353672        99995848         9398907       100404973 stalled-cycles-frontend
 -1     4805         8633784       200777700        18604887       201351584 branches
 -1     4805          120196       200798161        22603866       201351584 branch-misses
 -1     4805           92578       200807889        26601871       201351584 cache-references
 -1     4805           57050       200815444        30601736       201351584 cache-misses
 -1     4805        67893773       200821403        31995074       201351584 cycles
 -1     4805       127011661       200827611        39994638       201351584 instructions
 -1     4805           26474       200833626        39997486       201351584 L1-dcache-load-misses
 -1     4805        42779744       200839581        39996124       201351584 L1-dcache-loads
 -1     4805              53       200845513        39997173       201351584 L1-dcache-prefetch-misses
 -1     4805           83521       200851431        39996939       201351584 L1-dcache-prefetches
 -1     4805            5341       200857436        31996679       201351584 L1-dcache-store-misses
 -1     4805        18505799       200863444        31998450       201351584 L1-dcache-stores
 -1     4805            2792       200869336        32000189       201351584 L1-icache-load-misses
 -1     4805        40062802       200875234        31998762       201351584 L1-icache-loads
 -1     4805              41       200881252        31999032       201351584 LLC-load-misses
 -1     4805             257       200887093        31998605       201351584 LLC-loads
 -1     4805           24910       200893015        31997226       201351584 dTLB-load-misses
 -1     4805        40600656       200902245        31999323       201351584 dTLB-loads
 -1     4805              47       200906173        31998075       201351584 dTLB-store-misses
 -1     4805        16698018       200909865        31998872       201351584 dTLB-stores
 -1     4805               0       200913451        32000700       201351584 iTLB-load-misses
 -1     4805       136802684       200917019        31998418       201351584 iTLB-loads
 -1     4805        12049308       200920442        31999119       201351584 branch-load-misses
 -1     4805        15064285       200926168        30332252       201351584 branch-loads
 -1     4805               0       200932476        26335783       201351584 mem-loads
 -1     4805          294653       200938356        22344947       201351584 stalled-cycles-backend
 -1     4805        12408026       200944173        18349585       201351584 stalled-cycles-frontend
 -1     4805        15907692       301686761        34609478       302266814 branches
 -1     4805          414383       301707272        38604836       302266814 branch-misses
 -1     4805          163421       301717016        42602830       302266814 cache-references
 -1     4805           88039       301724679        46599510       302266814 cache-misses
 -1     4805       101824739       301730768        47989880       302266814 cycles
 -1     4805       174630878       301736793        59994104       302266814 instructions
 -1     4805          173248       301742751        59999612       302266814 L1-dcache-load-misses
 -1     4805        55363177       301748793        59995712       302266814 L1-dcache-loads
 -1     4805              53       301754751        59997040       302266814 L1-dcache-prefetch-misses
 -1     4805          185809       301760739        59997798       302266814 L1-dcache-prefetches
 -1     4805           14393       301766738        47993961       302266814 L1-dcache-store-misses
 -1     4805        22224537       301772672        47997798       302266814 L1-dcache-stores
 -1     4805           13416       301778500        47999550       302266814 L1-icache-load-misses
 -1     4805        67848328       301784234        47997788       302266814 L1-icache-loads
 -1     4805             133       301790219        47998756       302266814 LLC-load-misses
 -1     4805            6066       301796137        47998191       302266814 LLC-loads
 -1     4805           25361       301802116        47996432       302266814 dTLB-load-misses
 -1     4805        51277242       301808007        47998825       302266814 dTLB-loads
 -1     4805              53       301816894        47997050       302266814 dTLB-store-misses
 -1     4805        20405781       301820386        47998096       302266814 dTLB-stores
 -1     4805             841       301823911        48000067       302266814 iTLB-load-misses
 -1     4805       173801177       301830709        47236393       302266814 iTLB-loads
 -1     4805        18570226       301837104        43243179       302266814 branch-load-misses
