CPU   THREAD             VAL             ENA             RUN            TIME EVENT
 -1     2794         1614137        99767647         7769561       100412010 branches
 -1     2794           22729        99807371         7812097       100412010 branch-misses
 -1     2794          293333        99819366        10508113       100412010 cache-references
 -1     2794          379382        99835089        14511440       100412010 cache-misses
 -1     2794        33877930        99842824        16005216       100412010 cycles
 -1     2794        21107292        99868191        20003798       100412010 instructions
 -1     2794          601426        99876325        19997041       100412010 L1-dcache-load-misses
 -1     2794         4826561        99883493        19999325       100412010 L1-dcache-loads
 -1     2794            3463        99898174        19998329       100412010 L1-dcache-prefetch-misses
 -1     2794           10795        99904042        19998804       100412010 L1-dcache-prefetches
 -1     2794          450537        99908379        16002235       100412010 L1-dcache-store-misses
 -1     2794         4132555        99912506        16004359       100412010 L1-dcache-stores
 -1     2794           87705        99916407        15998727       100412010 L1-icache-load-misses
 -1     2794         5059374        99920176        16001752       100412010 L1-icache-loads
 -1     2794            5795        99931751        16001643       100412010 LLC-load-misses
 -1     2794            7027        99936202        16052165       100412010 LLC-loads
 -1     2794           88049        99940172        15997923       100412010 dTLB-load-misses
 -1     2794         3819292        99944232        15995361       100412010 dTLB-loads
 -1     2794           21147        99954036        15997088       100412010 dTLB-store-misses
 -1     2794         4107487        99958491        15945106       100412010 dTLB-stores
 -1     2794            6870        99962364        16002089       100412010 iTLB-load-misses
 -1     2794        16939516        99966176        16001784       100412010 iTLB-loads
 -1     2794         1712029        99975435        15998000       100412010 branch-load-misses
 -1     2794         2756281        99979728        15994026       100412010 branch-loads
 -1     2794               0        99983602        15995832       100412010 mem-loads
 -1     2794        15021515        99989144        13481219       100412010 stalled-cycles-backend
 -1     2794        14468414       100000802         9495729       100412010 stalled-cycles-frontend
 -1     2794         3475228       200775349        18506950       201357133 branches
 -1     2794           31941       200796074        22511239       201357133 branch-misses
 -1     2794          742962       200806186        26509230       201357133 cache-references
 -1     2794          825844       200814460        30507930       201357133 cache-misses
 -1     2794        67735287       200820649        32002513       201357133 cycles
 -1     2794        42273606       200827011        40002862       201357133 instructions
 -1     2794         1201689       200833240        39998489       201357133 L1-dcache-load-misses
 -1     2794         9674936       200839787        39998319       201357133 L1-dcache-loads
 -1     2794            8207       200846383        39998534       201357133 L1-dcache-prefetch-misses
 -1     2794           38719       200852696        39998355       201357133 L1-dcache-prefetches
 -1     2794          902869       200858777        31999434       201357133 L1-dcache-store-misses
 -1     2794         8337265       200864953        32003359       201357133 L1-dcache-stores
 -1     2794          167168       200870901        31995763       201357133 L1-icache-load-misses
 -1     2794        10232350       200876986        32003498       201357133 L1-icache-loads
 -1     2794            8030       200883215        31999726       201357133 LLC-load-misses
 -1     2794           10716       200889204        32051661       201357133 LLC-loads
 -1     2794          181049       200895336        31999942       201357133 dTLB-load-misses
 -1     2794         7726427       200904343        31998917       201357133 dTLB-loads
 -1     2794           42635       200908110        31998398       201357133 dTLB-store-misses
 -1     2794         8302832       200911770        31951165       201357133 dTLB-stores
 -1     2794           13807       200915338        31999890       201357133 iTLB-load-misses
 -1     2794        34080602       200919001        31997216       201357133 iTLB-loads
 -1     2794         3444190       200922520        31997752       201357133 branch-load-misses
 -1     2794         5272882       200929830        30415066       201357133 branch-loads
 -1     2794               0       200936642        26429246       201357133 mem-loads
 -1     2794        24871313       200942851        22436432       201357133 stalled-cycles-backend
 -1     2794        28096926       200949048        18449347       201357133 stalled-cycles-frontend
 -1     2794         6265315       301690930        34506469       302276162 branches
 -1     2794           42794       301711525        38511070       302276162 branch-misses
 -1     2794         1196004       301721634        42505515       302276162 cache-references
 -1     2794         1276554       301729844        46507782       302276162 cache-misses
 -1     2794       101616480       301736180        48001708       302276162 cycles
 -1     2794        63723634       301742526        60002223       302276162 instructions
 -1     2794         1805525       301748741        59997693       302276162 L1-dcache-load-misses
 -1     2794        14564765       301755177        60001917       302276162 L1-dcache-loads
 -1     2794            8207       301761804        59995953       302276162 L1-dcache-prefetch-misses
 -1     2794           67341       301768050        59997698       302276162 L1-dcache-prefetches
 -1     2794         1354200       301774205        48001023       302276162 L1-dcache-store-misses
 -1     2794        12546133       301780410        48001936       302276162 L1-dcache-stores
 -1     2794          248856       301786439        47997562       302276162 L1-icache-load-misses
 -1     2794        15415962       301792641        48001699       302276162 L1-icache-loads
 -1     2794           10123       301798793        47997805       302276162 LLC-load-misses
 -1     2794           14292       301804812        48051075       302276162 LLC-loads
 -1     2794          272855       301810816        47998742       302276162 dTLB-load-misses
 -1     2794        11645888       301816678        47998481       302276162 dTLB-loads
 -1     2794           63596       301824109        48001187       302276162 dTLB-store-misses
 -1     2794        12516142       301827656        47947650       302276162 dTLB-stores
 -1     2794           20771       301831225        47998129       302276162 iTLB-load-misses
 -1     2794        50576775       301838646        47333995       302276162 iTLB-loads
 -1     2794         4676451       301845238        43336898       302276162 branch-load-misses
 -1     2794         6832833       301851748        39343694       302276162 branch-loads
 -1     2794               0       301857801        35353834       302276162 mem-loads
 -1     2794        35336981       301862650        31998557       302276162 stalled-cycles-backend
 -1     2794        48684837       301866411        32005361       302276162 stalled-cycles-frontend
 -1     2794         9060728       402632790        50500821       403229761 branches
 -1     2794           53738       402653434        54513617       403229761 branch-misses
 -1     2794         1650107       402663583        58503294       403229761 cache-references
 -1     2794         1727896       402671840        62508683       403229761 cache-misses
 -1     2794       135505671       402678136        64003629       403229761 cycles
 -1     2794        85222538       402684519        80005085       403229761 instructions
 -1     2794         2415364       402690828        79996281       403229761 L1-dcache-load-misses
 -1     2794        19464655       402710357        80003379       403229761 L1-dcache-loads
 -1     2794           12850       402717538        79994583       403229761 L1-dcache-prefetch-misses
 -1     2794           95744       402723904        79998561       403229761 L1-dcache-prefetches
 -1     2794         1805305       402729959        63999709       403229761 L1-dcache-store-misses
 -1     2794        16750177       402736148        64002959       403229761 L1-dcache-stores
 -1     2794          339378       402742153        63995966       403229761 L1-icache-load-misses
 -1     2794        20605318       402748115        64001379       403229761 L1-icache-loads
 -1     2794           12204       402754284        63995651       403229761 LLC-load-misses
 -1     2794           17728       402760222        64050545       403229761 LLC-loads
 -1     2794          367412       402768936        63999569       403229761 dTLB-load-misses
 -1     2794        15560766       402772626        63993964       403229761 dTLB-loads
 -1     2794           84914       402776378        64004417       403229761 dTLB-store-misses
 -1     2794        16723163       402779912        63944888       403229761 dTLB-stores
 -1     2794           26096       402787350        60283926       403229761 iTLB-load-misses
 -1     2794        60152708       402793771        56294082       403229761 iTLB-loads
 -1     2794         5643250       402799730        52291181       403229761 branch-load-misses
 -1     2794         8389506       402805658        48304730       403229761 branch-loads
 -1     2794               0       402810382        47996753       403229761 mem-loads
 -1     2794        52752951       402814000        47997198       403229761 stalled-cycles-backend
 -1     2794        72969984       402817651        48006744       403229761 stalled-cycles-frontend
 -1     2794        10398747       503560231        66500797       504152320 branches
 -1     2794           53867       503580940        70512457       504152320 branch-misses
 -1     2794         2834895       503591032        74512067       504152320 cache-references
 -1     2794         2897259       503599383        78508442       504152320 cache-misses
 -1     2794       169296899       503605625        80002602       504152320 cycles
 -1     2794        96912855       503611957       100003540       504152320 instructions
 -1     2794         4086080       503618280        99995091       504152320 L1-dcache-load-misses
 -1     2794        19472753       503624669       100002723       504152320 L1-dcache-loads
 -1     2794           12876       503631319        99992986       504152320 L1-dcache-prefetch-misses
 -1     2794           95744       503637632        99997584       504152320 L1-dcache-prefetches
 -1     2794         3136745       503643894        79998559       504152320 L1-dcache-store-misses
