CPU   THREAD             VAL             ENA             RUN            TIME EVENT
 -1     4970         3754093        99757421         7765786       100412316 branches
 -1     4970          100827        99798440         7807150       100412316 branch-misses
 -1     4970          117400        99810759        10402913       100412316 cache-references
 -1     4970           50104        99826375        14403595       100412316 cache-misses
 -1     4970        33918438        99834044        15999148       100412316 cycles
 -1     4970        59231875        99859140        19995000       100412316 instructions
 -1     4970          529608        99867237        19994514       100412316 L1-dcache-load-misses
 -1     4970        20818373        99873910        19996236       100412316 L1-dcache-loads
 -1     4970           67860        99887404        19994357       100412316 L1-dcache-prefetch-misses
 -1     4970          221051        99892814        19994902       100412316 L1-dcache-prefetches
 -1     4970           58264        99897067        15999109       100412316 L1-dcache-store-misses
 -1     4970         8519946        99901319        15999882       100412316 L1-dcache-stores
 -1     4970          209276        99905081        15998853       100412316 L1-icache-load-misses
 -1     4970        25033559        99908586        15998529       100412316 L1-icache-loads
 -1     4970              13        99917304        16000244       100412316 LLC-load-misses
 -1     4970             586        99921415        15997669       100412316 LLC-loads
 -1     4970           32784        99925034        15999542       100412316 dTLB-load-misses
 -1     4970        19404073        99928898        15999780       100412316 dTLB-loads
 -1     4970               3        99937515        15999472       100412316 dTLB-store-misses
 -1     4970         8497002        99941744        15999534       100412316 dTLB-stores
 -1     4970             178        99945411        16000332       100412316 iTLB-load-misses
 -1     4970        54664752        99948998        16000846       100412316 iTLB-loads
 -1     4970         8252289        99957291        15998504       100412316 branch-load-misses
 -1     4970         9379240        99961349        15999515       100412316 branch-loads
 -1     4970               0        99964902        15998869       100412316 mem-loads
 -1     4970         2280204        99970105        13572786       100412316 stalled-cycles-backend
 -1     4970         5984925        99980718         9584617       100412316 stalled-cycles-frontend
 -1     4970         9993106       200769492        18403687       201371523 branches
 -1     4970          304407       200790120        22406403       201371523 branch-misses
 -1     4970          119700       200800168        26399512       201371523 cache-references
 -1     4970           50142       200808172        30401929       201371523 cache-misses
 -1     4970        67880585       200814364        32001434       201371523 cycles
 -1     4970       127809910       200820589        39995654       201371523 instructions
