CPU   THREAD             VAL             ENA             RUN            TIME EVENT
 -1     1959        36146150       449625080        65945142       500409126 branches
 -1     1959          467942       449660656        68638032       500409126 branch-misses
 -1     1959         2913171       449671650        72630078       500409126 cache-references
 -1     1959           88167       449687293        76628799       500409126 cache-misses
 -1     1959       160708170       449699101        75942983       500409126 cycles
 -1     1959       208568234       449726928        91969918       500409126 instructions
 -1     1959         4879362       449736966        89276977       500409126 L1-dcache-load-misses
 -1     1959        56920908       449745921        85286603       500409126 L1-dcache-loads
 -1     1959          181523       449762344        81313349       500409126 L1-dcache-prefetch-misses
 -1     1959          692059       449769432        79973519       500409126 L1-dcache-prefetches
 -1     1959          227433       449774554        63983483       500409126 L1-dcache-store-misses
 -1     1959        12502773       449778808        67899795       500409126 L1-dcache-stores
 -1     1959         3506831       449782735        67900156       500409126 L1-icache-load-misses
 -1     1959        56483368       449786601        67907142       500409126 L1-icache-loads
 -1     1959            6887       449795637        67903521       500409126 LLC-load-misses
 -1     1959         1921716       449799977        63989675       500409126 LLC-loads
 -1     1959          233455       449803964        63982424       500409126 dTLB-load-misses
 -1     1959        42117357       449807735        63974129       500409126 dTLB-loads
 -1     1959            6031       449816836        63969220       500409126 dTLB-store-misses
 -1     1959        11065732       449821150        63975179       500409126 dTLB-stores
 -1     1959           23404       449825084        63982562       500409126 iTLB-load-misses
 -1     1959       141860541       449828949        63974442       500409126 iTLB-loads
 -1     1959        22596463       449838034        63973620       500409126 branch-load-misses
 -1     1959        35340076       449842332        63964062       500409126 branch-loads
 -1     1959               0       449846248        63964062       500409126 mem-loads
 -1     1959        40377526       449850158        63982273       500409126 stalled-cycles-backend
 -1     1959        77300731       449861592        63983105       500409126 stalled-cycles-frontend
 -1     1959        71279110       950474086       129908608      1001355308 branches
 -1     1959          831838       950494725       132599094      1001355308 branch-misses
 -1     1959         5920874       950505195       136617803      1001355308 cache-references
 -1     1959          117749       950513154       140609453      1001355308 cache-misses
 -1     1959       302191363       950519577       142649109      1001355308 cycles
 -1     1959       393290074       950525719       178629986      1001355308 instructions
 -1     1959        10413588       950531858       179917801      1001355308 L1-dcache-load-misses
 -1     1959       117716324       950537963       179918831      1001355308 L1-dcache-loads
 -1     1959          435530       950544095       179937204      1001355308 L1-dcache-prefetch-misses
 -1     1959          976451       950550257       179934965      1001355308 L1-dcache-prefetches
 -1     1959          461808       950556459       143955699      1001355308 L1-dcache-store-misses
 -1     1959        25269200       950562588       147871721      1001355308 L1-dcache-stores
 -1     1959         6817111       950568499       147874975      1001355308 L1-icache-load-misses
 -1     1959       118984676       950574431       147870553      1001355308 L1-icache-loads
 -1     1959           15461       950580362       147877600      1001355308 LLC-load-misses
 -1     1959         5061634       950586424       143964017      1001355308 LLC-loads
 -1     1959          718564       950592533       143944740      1001355308 dTLB-load-misses
 -1     1959        93177099       950601822       143948742      1001355308 dTLB-loads
 -1     1959           12908       950605623       143940570      1001355308 dTLB-store-misses
 -1     1959        22370926       950609272       143938156      1001355308 dTLB-stores
 -1     1959           46836       950612879       143954390      1001355308 iTLB-load-misses
 -1     1959       308474030       950620072       142328334      1001355308 iTLB-loads
 -1     1959        47851818       950626544       138342722      1001355308 branch-load-misses
 -1     1959        74063513       950632334       134347295      1001355308 branch-loads
 -1     1959               0       950637841       130354395      1001355308 mem-loads
 -1     1959        81412372       950642933       127954272      1001355308 stalled-cycles-backend
 -1     1959       158034984       950646527       127955742      1001355308 stalled-cycles-frontend
 -1     1959       114893677      1451214673       209872956      1502260779 branches
 -1     1959         1238519      1451235231       212563181      1502260779 branch-misses
 -1     1959         9973257      1451245634       216504707      1502260779 cache-references
 -1     1959          147644      1451253654       220578622      1502260779 cache-misses
 -1     1959       471791298      1451260003       222628510      1502260779 cycles
 -1     1959       598893294      1451266122       278569756      1502260779 instructions
 -1     1959        16741210      1451272260       279869186      1502260779 L1-dcache-load-misses
 -1     1959       180478111      1451278352       279871340      1502260779 L1-dcache-loads
 -1     1959          576852      1451284381       279888314      1502260779 L1-dcache-prefetch-misses
 -1     1959         1446642      1451290466       279884811      1502260779 L1-dcache-prefetches
 -1     1959          635524      1451296501       223936552      1502260779 L1-dcache-store-misses
 -1     1959        35410376      1451306743       227080225      1502260779 L1-dcache-stores
 -1     1959         9441131      1451315935       223093481      1502260779 L1-icache-load-misses
 -1     1959       172798186      1451324285       219097411      1502260779 L1-icache-loads
 -1     1959           20221      1451332749       215120402      1502260779 LLC-load-misses
 -1     1959         7931348      1451343078       207961940      1502260779 LLC-loads
 -1     1959         1186043      1451347029       207933740      1502260779 dTLB-load-misses
 -1     1959       133489535      1451350599       207929617      1502260779 dTLB-loads
 -1     1959           18079      1451354189       207985528      1502260779 dTLB-store-misses
 -1     1959        31063787      1451357841       207905831      1502260779 dTLB-stores
 -1     1959           63488      1451361465       207923256      1502260779 iTLB-load-misses
 -1     1959       442725788      1451364931       207930116      1502260779 iTLB-loads
 -1     1959        70349372      1451368403       207875694      1502260779 branch-load-misses
 -1     1959       114119525      1451371916       207952591      1502260779 branch-loads
 -1     1959               0      1451375525       207951817      1502260779 mem-loads
 -1     1959       134127853      1451379153       208010973      1502260779 stalled-cycles-backend
 -1     1959       261119025      1451382820       207928911      1502260779 stalled-cycles-frontend
 -1     1959       158119258      1951996104       289843583      2003182041 branches
 -1     1959         1586901      1952016743       292534579      2003182041 branch-misses
 -1     1959        14098471      1952031272       292567470      2003182041 cache-references
 -1     1959          173766      1952042503       292659022      2003182041 cache-misses
 -1     1959       616157677      1952050919       290718352      2003182041 cycles
 -1     1959       768828898      1952059351       362658166      2003182041 instructions
 -1     1959        21939400      1952067921       359958403      2003182041 L1-dcache-load-misses
 -1     1959       229936046      1952088044       359841318      2003182041 L1-dcache-loads
 -1     1959          863399      1952095429       359859719      2003182041 L1-dcache-prefetch-misses
 -1     1959         2046823      1952101769       359857751      2003182041 L1-dcache-prefetches
 -1     1959          763293      1952107837       287917162      2003182041 L1-dcache-store-misses
 -1     1959        42860956      1952113942       291842829      2003182041 L1-dcache-stores
 -1     1959        11500602      1952119800       291845355      2003182041 L1-icache-load-misses
 -1     1959       226776672      1952125745       291839954      2003182041 L1-icache-loads
 -1     1959           38591      1952134231       291864723      2003182041 LLC-load-misses
 -1     1959        11621273      1952137874       287931404      2003182041 LLC-loads
 -1     1959         1818972      1952141520       287903189      2003182041 dTLB-load-misses
 -1     1959       183068965      1952144994       287891007      2003182041 dTLB-loads
 -1     1959           24023      1952148504       287944212      2003182041 dTLB-store-misses
 -1     1959        40630647      1952152088       287893816      2003182041 dTLB-stores
 -1     1959           82471      1952155671       287902387      2003182041 iTLB-load-misses
 -1     1959       604437452      1952159118       287919615      2003182041 iTLB-loads
 -1     1959        95614818      1952162573       287867251      2003182041 branch-load-misses
 -1     1959       157493154      1952166058       287943917      2003182041 branch-loads
 -1     1959               0      1952169592       287952171      2003182041 mem-loads
 -1     1959       187319040      1952173124       287991175      2003182041 stalled-cycles-backend
 -1     1959       367969628      1952176738       287902251      2003182041 stalled-cycles-frontend
 -1     1959       192606297      2452780957       353822843      2504089656 branches
 -1     1959         1855427      2452801648       356514650      2504089656 branch-misses
 -1     1959        17810203      2452812114       360476426      2504089656 cache-references
 -1     1959          203585      2452820368       364549400      2504089656 cache-misses
