CPU   THREAD             VAL             ENA             RUN            TIME EVENT
 -1     2067        52481415       441968500        69201968       500350179 branches
 -1     2067          566794       441994705        70617280       500350179 branch-misses
 -1     2067          246435       442003123        74661289       500350179 cache-references
 -1     2067           89962       442016856        75849118       500350179 cache-misses
 -1     2067       149321565       442024839        70585568       500350179 cycles
 -1     2067       353089967       442043673        86582197       500350179 instructions
 -1     2067          471836       442050508        85174318       500350179 L1-dcache-load-misses
 -1     2067        78187021       442056741        81134767       500350179 L1-dcache-loads
 -1     2067            6887       442066502        79909861       500350179 L1-dcache-prefetch-misses
 -1     2067           63426       442072444        79926349       500350179 L1-dcache-prefetches
 -1     2067          310787       442076982        63945084       500350179 L1-dcache-store-misses
 -1     2067        35378480       442081014        63953474       500350179 L1-dcache-stores
 -1     2067          508793       442085083        63939794       500350179 L1-icache-load-misses
 -1     2067        85999518       442088760        62470337       500350179 L1-icache-loads
 -1     2067           23295       442097954        62463299       500350179 LLC-load-misses
 -1     2067           48501       442102331        62458114       500350179 LLC-loads
 -1     2067           20566       442106292        62464976       500350179 dTLB-load-misses
 -1     2067        64112918       442110245        63926194       500350179 dTLB-loads
 -1     2067            2595       442119952        63939537       500350179 dTLB-store-misses
 -1     2067        32515984       442124393        63950310       500350179 dTLB-stores
 -1     2067            1630       442128230        63943252       500350179 iTLB-load-misses
 -1     2067       267703428       442131938        63937490       500350179 iTLB-loads
 -1     2067        29012719       442143365        63940471       500350179 branch-load-misses
 -1     2067        49671542       442147730        63934209       500350179 branch-loads
 -1     2067               0       442151728        63938784       500350179 mem-loads
 -1     2067        10759752       442155610        63941511       500350179 stalled-cycles-backend
 -1     2067        27619926       442164959        63941590       500350179 stalled-cycles-frontend
 -1     2067        63230813       942936886       133200967      1001253662 branches
 -1     2067          932654       942950757       134616600      1001253662 branch-misses
 -1     2067          472743       942957965       138659299      1001253662 cache-references
 -1     2067          148360       942964195       142581248      1001253662 cache-misses
 -1     2067       299350544       942970040       141309356      1001253662 cycles
 -1     2067       731646648       942975298       177287606      1001253662 instructions
 -1     2067         6042847       942979225       179874804      1001253662 L1-dcache-load-misses
 -1     2067       188030092       942983009       179827230      1001253662 L1-dcache-loads
 -1     2067          774733       942986851       179908945      1001253662 L1-dcache-prefetch-misses
 -1     2067         1393780       942990578       179924177      1001253662 L1-dcache-prefetches
 -1     2067          721210       942994243       143941656      1001253662 L1-dcache-store-misses
 -1     2067        55210435       942997811       143951417      1001253662 L1-dcache-stores
 -1     2067          570854       943001467       143935148      1001253662 L1-icache-load-misses
 -1     2067       200390343       943005003       142469250      1001253662 L1-icache-loads
 -1     2067           29517       943008574       142461774      1001253662 LLC-load-misses
 -1     2067          166946       943012121       142456729      1001253662 LLC-loads
 -1     2067           35988       943015719       142465070      1001253662 dTLB-load-misses
 -1     2067       153679395       943019266       143924989      1001253662 dTLB-loads
 -1     2067            6833       943022941       143938336      1001253662 dTLB-store-misses
 -1     2067        52292899       943026559       143947416      1001253662 dTLB-stores
 -1     2067            3033       943033443       142234923      1001253662 iTLB-load-misses
