CPU   THREAD             VAL             ENA             RUN            TIME EVENT
 -1     1935         9610440       199773017        18592165       200407513 branches
 -1     1935          152659       199809528        22590940       200407513 branch-misses
 -1     1935          172430       199820569        26535423       200407513 cache-references
 -1     1935           97204       199835841        30534150       200407513 cache-misses
 -1     1935        67564420       199843567        31942630       200407513 cycles
 -1     1935       102269402       199868987        39940899       200407513 instructions
 -1     1935          478417       199876914        39942107       200407513 L1-dcache-load-misses
 -1     1935        28706593       199883600        39997991       200407513 L1-dcache-loads
 -1     1935           20813       199901221        39997995       200407513 L1-dcache-prefetch-misses
 -1     1935          126124       199907454        39997406       200407513 L1-dcache-prefetches
 -1     1935          134105       199911595        31998902       200407513 L1-dcache-store-misses
 -1     1935        11086554       199915850        31998691       200407513 L1-dcache-stores
 -1     1935         2984515       199919803        31999009       200407513 L1-icache-load-misses
 -1     1935        24426451       199923514        31998801       200407513 L1-icache-loads
 -1     1935            8153       199931899        31998968       200407513 LLC-load-misses
 -1     1935           33156       199935974        31999288       200407513 LLC-loads
 -1     1935           14485       199939950        31999498       200407513 dTLB-load-misses
 -1     1935        23007633       199944099        31999543       200407513 dTLB-loads
 -1     1935            1997       199953012        31999297       200407513 dTLB-store-misses
 -1     1935        12085739       199957514        31998533       200407513 dTLB-stores
 -1     1935            2747       199961388        31999083       200407513 iTLB-load-misses
 -1     1935        84134567       199965042        31998583       200407513 iTLB-loads
 -1     1935        11055024       199973288        31999168       200407513 branch-load-misses
 -1     1935        15512534       199980805        29451157       200407513 branch-loads
 -1     1935               0       199986865        25457256       200407513 mem-loads
 -1     1935         9291518       199993031        21463625       200407513 stalled-cycles-backend
 -1     1935        17106092       200005749        17476241       200407513 stalled-cycles-frontend
 -1     1935        26447999       400815845        50591058       401388897 branches
 -1     1935          361409       400836226        54590314       401388897 branch-misses
 -1     1935          300488       400846201        58534557       401388897 cache-references
 -1     1935          149074       400854107        62532932       401388897 cache-misses
 -1     1935       135432671       400860239        63941379       401388897 cycles
 -1     1935       207194208       400866402        79939138       401388897 instructions
 -1     1935          922359       400872564        79940799       401388897 L1-dcache-load-misses
 -1     1935        57459458       400878445        79997685       401388897 L1-dcache-loads
 -1     1935           27881       400884490        79997232       401388897 L1-dcache-prefetch-misses
 -1     1935          246030       400890428        79996495       401388897 L1-dcache-prefetches
 -1     1935          268374       400896400        63999176       401388897 L1-dcache-store-misses
 -1     1935        23153020       400902355        63997591       401388897 L1-dcache-stores
 -1     1935         6492588       400908256        63998197       401388897 L1-icache-load-misses
 -1     1935        52103605       400914158        63998382       401388897 L1-icache-loads
 -1     1935           13987       400920073        63997954       401388897 LLC-load-misses
 -1     1935           60191       400925937        63998079       401388897 LLC-loads
 -1     1935           29757       400932073        63999248       401388897 dTLB-load-misses
 -1     1935        46005870       400937834        63998514       401388897 dTLB-loads
 -1     1935            4426       400943865        63998104       401388897 dTLB-store-misses
 -1     1935        23557500       400956029        62430355       401388897 dTLB-stores
